"pair_id","Need_A","Identity_A","Control_A","Effort_A","Reciprocity_A","Attitude_A","Sex_A","Need_B","Identity_B","Control_B","Effort_B","Reciprocity_B","Attitude_B","Sex_B"
38165,"dificultad","peru","no_aplico","igual","hizo","merece","mujer","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38166,"holgura","peru","no_aplico","igual","hizo","merece","mujer","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38167,"dificultad","chile","aplico","menos","hizo","merece","mujer","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38168,"holgura","chile","aplico","menos","hizo","merece","mujer","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38169,"dificultad","venezuela","aplico","menos","hizo","merece","mujer","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38170,"holgura","venezuela","aplico","menos","hizo","merece","mujer","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38171,"dificultad","peru","aplico","menos","hizo","merece","mujer","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38172,"holgura","peru","aplico","menos","hizo","merece","mujer","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38173,"dificultad","chile","no_aplico","menos","hizo","merece","mujer","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38174,"holgura","chile","no_aplico","menos","hizo","merece","mujer","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38175,"dificultad","venezuela","no_aplico","menos","hizo","merece","mujer","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38176,"dificultad","peru","no_aplico","menos","hizo","merece","mujer","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38177,"holgura","peru","no_aplico","menos","hizo","merece","mujer","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38178,"dificultad","chile","aplico","mas","no_hizo","merece","mujer","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38179,"holgura","chile","aplico","mas","no_hizo","merece","mujer","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38180,"dificultad","venezuela","aplico","mas","no_hizo","merece","mujer","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38181,"holgura","venezuela","aplico","mas","no_hizo","merece","mujer","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38182,"dificultad","peru","aplico","mas","no_hizo","merece","mujer","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38183,"holgura","peru","aplico","mas","no_hizo","merece","mujer","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38184,"dificultad","chile","no_aplico","mas","no_hizo","merece","mujer","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38185,"holgura","chile","no_aplico","mas","no_hizo","merece","mujer","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38186,"dificultad","venezuela","no_aplico","mas","no_hizo","merece","mujer","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38187,"dificultad","peru","no_aplico","mas","no_hizo","merece","mujer","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38188,"holgura","peru","no_aplico","mas","no_hizo","merece","mujer","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38189,"dificultad","chile","aplico","igual","no_hizo","merece","mujer","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38190,"holgura","chile","aplico","igual","no_hizo","merece","mujer","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38191,"dificultad","venezuela","aplico","igual","no_hizo","merece","mujer","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38192,"holgura","venezuela","aplico","igual","no_hizo","merece","mujer","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38193,"dificultad","peru","aplico","igual","no_hizo","merece","mujer","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38194,"holgura","peru","aplico","igual","no_hizo","merece","mujer","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38195,"dificultad","chile","no_aplico","igual","no_hizo","merece","mujer","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38196,"holgura","chile","no_aplico","igual","no_hizo","merece","mujer","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38197,"dificultad","venezuela","no_aplico","igual","no_hizo","merece","mujer","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38198,"dificultad","peru","no_aplico","igual","no_hizo","merece","mujer","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38199,"holgura","peru","no_aplico","igual","no_hizo","merece","mujer","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38200,"dificultad","chile","aplico","menos","no_hizo","merece","mujer","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38201,"holgura","chile","aplico","menos","no_hizo","merece","mujer","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38202,"dificultad","venezuela","aplico","menos","no_hizo","merece","mujer","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38203,"dificultad","peru","aplico","menos","no_hizo","merece","mujer","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38204,"holgura","peru","aplico","menos","no_hizo","merece","mujer","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38205,"dificultad","chile","no_aplico","menos","no_hizo","merece","mujer","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38206,"dificultad","peru","no_aplico","menos","no_hizo","merece","mujer","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38207,"dificultad","chile","aplico","mas","hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38208,"holgura","chile","aplico","mas","hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38209,"dificultad","venezuela","aplico","mas","hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38210,"holgura","venezuela","aplico","mas","hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38211,"dificultad","peru","aplico","mas","hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38212,"holgura","peru","aplico","mas","hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38213,"dificultad","chile","no_aplico","mas","hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38214,"holgura","chile","no_aplico","mas","hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38215,"dificultad","venezuela","no_aplico","mas","hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38216,"holgura","venezuela","no_aplico","mas","hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38217,"dificultad","peru","no_aplico","mas","hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38218,"holgura","peru","no_aplico","mas","hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38219,"dificultad","chile","aplico","igual","hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38220,"holgura","chile","aplico","igual","hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38221,"dificultad","venezuela","aplico","igual","hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38222,"holgura","venezuela","aplico","igual","hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38223,"dificultad","peru","aplico","igual","hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38224,"holgura","peru","aplico","igual","hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38225,"dificultad","chile","no_aplico","igual","hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38226,"holgura","chile","no_aplico","igual","hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38227,"dificultad","venezuela","no_aplico","igual","hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38228,"holgura","venezuela","no_aplico","igual","hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38229,"dificultad","peru","no_aplico","igual","hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38230,"holgura","peru","no_aplico","igual","hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38231,"dificultad","chile","aplico","menos","hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38232,"holgura","chile","aplico","menos","hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38233,"dificultad","venezuela","aplico","menos","hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38234,"holgura","venezuela","aplico","menos","hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38235,"dificultad","peru","aplico","menos","hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38236,"holgura","peru","aplico","menos","hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38237,"dificultad","chile","no_aplico","menos","hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38238,"holgura","chile","no_aplico","menos","hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38239,"dificultad","venezuela","no_aplico","menos","hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38240,"holgura","venezuela","no_aplico","menos","hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38241,"dificultad","peru","no_aplico","menos","hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38242,"holgura","peru","no_aplico","menos","hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38243,"dificultad","chile","aplico","mas","no_hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38244,"holgura","chile","aplico","mas","no_hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38245,"dificultad","venezuela","aplico","mas","no_hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38246,"holgura","venezuela","aplico","mas","no_hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38247,"dificultad","peru","aplico","mas","no_hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38248,"holgura","peru","aplico","mas","no_hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38249,"dificultad","chile","no_aplico","mas","no_hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38250,"holgura","chile","no_aplico","mas","no_hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38251,"dificultad","venezuela","no_aplico","mas","no_hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38252,"holgura","venezuela","no_aplico","mas","no_hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38253,"dificultad","peru","no_aplico","mas","no_hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38254,"holgura","peru","no_aplico","mas","no_hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38255,"dificultad","chile","aplico","igual","no_hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38256,"holgura","chile","aplico","igual","no_hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38257,"dificultad","venezuela","aplico","igual","no_hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38258,"holgura","venezuela","aplico","igual","no_hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38259,"dificultad","peru","aplico","igual","no_hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38260,"holgura","peru","aplico","igual","no_hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38261,"dificultad","chile","no_aplico","igual","no_hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38262,"holgura","chile","no_aplico","igual","no_hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38263,"dificultad","venezuela","no_aplico","igual","no_hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38264,"holgura","venezuela","no_aplico","igual","no_hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38265,"dificultad","peru","no_aplico","igual","no_hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38266,"holgura","peru","no_aplico","igual","no_hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38267,"dificultad","chile","aplico","menos","no_hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38268,"holgura","chile","aplico","menos","no_hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38269,"dificultad","venezuela","aplico","menos","no_hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38270,"holgura","venezuela","aplico","menos","no_hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38271,"dificultad","peru","aplico","menos","no_hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38272,"holgura","peru","aplico","menos","no_hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38273,"dificultad","chile","no_aplico","menos","no_hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38274,"holgura","chile","no_aplico","menos","no_hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38275,"dificultad","venezuela","no_aplico","menos","no_hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38276,"dificultad","peru","no_aplico","menos","no_hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38277,"holgura","peru","no_aplico","menos","no_hizo","agradece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38278,"dificultad","chile","aplico","mas","hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38279,"holgura","chile","aplico","mas","hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38280,"dificultad","venezuela","aplico","mas","hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38281,"holgura","venezuela","aplico","mas","hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38282,"dificultad","peru","aplico","mas","hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38283,"holgura","peru","aplico","mas","hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38284,"dificultad","chile","no_aplico","mas","hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38285,"holgura","chile","no_aplico","mas","hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38286,"dificultad","venezuela","no_aplico","mas","hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38287,"holgura","venezuela","no_aplico","mas","hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38288,"dificultad","peru","no_aplico","mas","hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38289,"holgura","peru","no_aplico","mas","hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38290,"dificultad","chile","aplico","igual","hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38291,"holgura","chile","aplico","igual","hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38292,"dificultad","venezuela","aplico","igual","hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38293,"holgura","venezuela","aplico","igual","hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38294,"dificultad","peru","aplico","igual","hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38295,"holgura","peru","aplico","igual","hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38296,"dificultad","chile","no_aplico","igual","hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38297,"holgura","chile","no_aplico","igual","hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38298,"dificultad","venezuela","no_aplico","igual","hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38299,"holgura","venezuela","no_aplico","igual","hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38300,"dificultad","peru","no_aplico","igual","hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38301,"holgura","peru","no_aplico","igual","hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38302,"dificultad","chile","aplico","menos","hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38303,"holgura","chile","aplico","menos","hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38304,"dificultad","venezuela","aplico","menos","hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38305,"holgura","venezuela","aplico","menos","hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38306,"dificultad","peru","aplico","menos","hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38307,"holgura","peru","aplico","menos","hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38308,"dificultad","chile","no_aplico","menos","hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38309,"holgura","chile","no_aplico","menos","hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38310,"dificultad","venezuela","no_aplico","menos","hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38311,"dificultad","peru","no_aplico","menos","hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38312,"holgura","peru","no_aplico","menos","hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38313,"dificultad","chile","aplico","mas","no_hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38314,"holgura","chile","aplico","mas","no_hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38315,"dificultad","venezuela","aplico","mas","no_hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38316,"holgura","venezuela","aplico","mas","no_hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38317,"dificultad","peru","aplico","mas","no_hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38318,"holgura","peru","aplico","mas","no_hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38319,"dificultad","chile","no_aplico","mas","no_hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38320,"holgura","chile","no_aplico","mas","no_hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38321,"dificultad","venezuela","no_aplico","mas","no_hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38322,"dificultad","peru","no_aplico","mas","no_hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38323,"holgura","peru","no_aplico","mas","no_hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38324,"dificultad","chile","aplico","igual","no_hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38325,"holgura","chile","aplico","igual","no_hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38326,"dificultad","venezuela","aplico","igual","no_hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38327,"holgura","venezuela","aplico","igual","no_hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38328,"dificultad","peru","aplico","igual","no_hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38329,"holgura","peru","aplico","igual","no_hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38330,"dificultad","chile","no_aplico","igual","no_hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38331,"holgura","chile","no_aplico","igual","no_hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38332,"dificultad","venezuela","no_aplico","igual","no_hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38333,"dificultad","peru","no_aplico","igual","no_hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38334,"holgura","peru","no_aplico","igual","no_hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38335,"dificultad","chile","aplico","menos","no_hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38336,"holgura","chile","aplico","menos","no_hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38337,"dificultad","venezuela","aplico","menos","no_hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38338,"dificultad","peru","aplico","menos","no_hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38339,"holgura","peru","aplico","menos","no_hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38340,"dificultad","chile","no_aplico","menos","no_hizo","merece","hombre","holgura","venezuela","no_aplico","menos","no_hizo","merece","hombre"
38341,"dificultad","chile","aplico","mas","hizo","agradece","mujer","dificultad","peru","no_aplico","menos","no_hizo","merece","hombre"
38342,"holgura","chile","aplico","mas","hizo","agradece","mujer","dificultad","peru","no_aplico","menos","no_hizo","merece","hombre"
38343,"dificultad","venezuela","aplico","mas","hizo","agradece","mujer","dificultad","peru","no_aplico","menos","no_hizo","merece","hombre"
38344,"holgura","venezuela","aplico","mas","hizo","agradece","mujer","dificultad","peru","no_aplico","menos","no_hizo","merece","hombre"
38345,"dificultad","peru","aplico","mas","hizo","agradece","mujer","dificultad","peru","no_aplico","menos","no_hizo","merece","hombre"
38346,"holgura","peru","aplico","mas","hizo","agradece","mujer","dificultad","peru","no_aplico","menos","no_hizo","merece","hombre"
38347,"dificultad","chile","no_aplico","mas","hizo","agradece","mujer","dificultad","peru","no_aplico","menos","no_hizo","merece","hombre"
38348,"holgura","chile","no_aplico","mas","hizo","agradece","mujer","dificultad","peru","no_aplico","menos","no_hizo","merece","hombre"
38349,"dificultad","venezuela","no_aplico","mas","hizo","agradece","mujer","dificultad","peru","no_aplico","menos","no_hizo","merece","hombre"
38350,"holgura","venezuela","no_aplico","mas","hizo","agradece","mujer","dificultad","peru","no_aplico","menos","no_hizo","merece","hombre"
38351,"dificultad","peru","no_aplico","mas","hizo","agradece","mujer","dificultad","peru","no_aplico","menos","no_hizo","merece","hombre"
38352,"holgura","peru","no_aplico","mas","hizo","agradece","mujer","dificultad","peru","no_aplico","menos","no_hizo","merece","hombre"
38353,"dificultad","chile","aplico","igual","hizo","agradece","mujer","dificultad","peru","no_aplico","menos","no_hizo","merece","hombre"
38354,"holgura","chile","aplico","igual","hizo","agradece","mujer","dificultad","peru","no_aplico","menos","no_hizo","merece","hombre"
38355,"dificultad","venezuela","aplico","igual","hizo","agradece","mujer","dificultad","peru","no_aplico","menos","no_hizo","merece","hombre"
38356,"holgura","venezuela","aplico","igual","hizo","agradece","mujer","dificultad","peru","no_aplico","menos","no_hizo","merece","hombre"
38357,"dificultad","peru","aplico","igual","hizo","agradece","mujer","dificultad","peru","no_aplico","menos","no_hizo","merece","hombre"
38358,"holgura","peru","aplico","igual","hizo","agradece","mujer","dificultad","peru","no_aplico","menos","no_hizo","merece","hombre"
38359,"dificultad","chile","no_aplico","igual","hizo","agradece","mujer","dificultad","peru","no_aplico","menos","no_hizo","merece","hombre"
38360,"holgura","chile","no_aplico","igual","hizo","agradece","mujer","dificultad","peru","no_aplico","menos","no_hizo","merece","hombre"
38361,"dificultad","venezuela","no_aplico","igual","hizo","agradece","mujer","dificultad","peru","no_aplico","menos","no_hizo","merece","hombre"
38362,"holgura","venezuela","no_aplico","igual","hizo","agradece","mujer","dificultad","peru","no_aplico","menos","no_hizo","merece","hombre"
38363,"dificultad","peru","no_aplico","igual","hizo","agradece","mujer","dificultad","peru","no_aplico","menos","no_hizo","merece","hombre"
38364,"holgura","peru","no_aplico","igual","hizo","agradece","mujer","dificultad","peru","no_aplico","menos","no_hizo","merece","hombre"
38365,"dificultad","chile","aplico","menos","hizo","agradece","mujer","dificultad","peru","no_aplico","menos","no_hizo","merece","hombre"
38366,"holgura","chile","aplico","menos","hizo","agradece","mujer","dificultad","peru","no_aplico","menos","no_hizo","merece","hombre"
38367,"dificultad","venezuela","aplico","menos","hizo","agradece","mujer","dificultad","peru","no_aplico","menos","no_hizo","merece","hombre"
38368,"holgura","venezuela","aplico","menos","hizo","agradece","mujer","dificultad","peru","no_aplico","menos","no_hizo","merece","hombre"
38369,"dificultad","peru","aplico","menos","hizo","agradece","mujer","dificultad","peru","no_aplico","menos","no_hizo","merece","hombre"
38370,"holgura","peru","aplico","menos","hizo","agradece","mujer","dificultad","peru","no_aplico","menos","no_hizo","merece","hombre"
38371,"dificultad","chile","no_aplico","menos","hizo","agradece","mujer","dificultad","peru","no_aplico","menos","no_hizo","merece","hombre"
38372,"holgura","chile","no_aplico","menos","hizo","agradece","mujer","dificultad","peru","no_aplico","menos","no_hizo","merece","hombre"
38373,"dificultad","venezuela","no_aplico","menos","hizo","agradece","mujer","dificultad","peru","no_aplico","menos","no_hizo","merece","hombre"
38374,"holgura","venezuela","no_aplico","menos","hizo","agradece","mujer","dificultad","peru","no_aplico","menos","no_hizo","merece","hombre"
38375,"dificultad","peru","no_aplico","menos","hizo","agradece","mujer","dificultad","peru","no_aplico","menos","no_hizo","merece","hombre"
38376,"holgura","peru","no_aplico","menos","hizo","agradece","mujer","dificultad","peru","no_aplico","menos","no_hizo","merece","hombre"
38377,"dificultad","chile","aplico","mas","no_hizo","agradece","mujer","dificultad","peru","no_aplico","menos","no_hizo","merece","hombre"
38378,"holgura","chile","aplico","mas","no_hizo","agradece","mujer","dificultad","peru","no_aplico","menos","no_hizo","merece","hombre"
38379,"dificultad","venezuela","aplico","mas","no_hizo","agradece","mujer","dificultad","peru","no_aplico","menos","no_hizo","merece","hombre"
38380,"holgura","venezuela","aplico","mas","no_hizo","agradece","mujer","dificultad","peru","no_aplico","menos","no_hizo","merece","hombre"
